payment_id,order_id,payment_method,amount
PAY01497,O01497,Card,19583.82
PAY01498,O01498,Card,16789.67
PAY01499,O01499,UPI,12958.9
PAY01500,O01500,COD,17706.53
PAY01501,O01501,Card,868.81
PAY01502,O01502,COD,13034.86
PAY01503,O01503,UPI,9762.54
PAY01504,O01504,COD,8105.12
PAY01505,O01505,UPI,23516.98
PAY01506,O01506,COD,12418.15
PAY01507,O01507,Card,13577.09
PAY01508,O01508,Net Banking,13954.87
PAY01509,O01509,Net Banking,5386.69
PAY01510,O01510,Card,3397.37
PAY01511,O01511,COD,4777.81
PAY01512,O01512,Card,25909.43
PAY01513,O01513,COD,5503.62
PAY01514,O01514,Net Banking,4894.92
PAY01515,O01515,COD,2439.95
PAY01516,O01516,Card,4019.16
PAY01517,O01517,Card,17694.94
PAY01518,O01518,Card,11479.39
PAY01519,O01519,COD,31569.83
PAY01520,O01520,COD,8213.5
PAY01521,O01521,UPI,15559.34
PAY01522,O01522,Card,13992.24
PAY01523,O01523,Card,2687.65
PAY01524,O01524,Card,4751.64
PAY01525,O01525,Card,3609.7
PAY01526,O01526,UPI,9720.3
PAY01527,O01527,COD,9535.16
PAY01528,O01528,COD,29777.48
PAY01529,O01529,Card,18595.64
PAY01530,O01530,Card,11398.8
PAY01531,O01531,UPI,825.37
PAY01532,O01532,Net Banking,18633.28
PAY01533,O01533,COD,11596.44
PAY01534,O01534,UPI,31051.18
PAY01535,O01535,UPI,2522.3
PAY01536,O01536,Card,6778.84
PAY01537,O01537,Card,2768.03
PAY01538,O01538,Card,2821.87
PAY01539,O01539,UPI,2903.22
PAY01540,O01540,Card,21279.48
PAY01541,O01541,UPI,17485.04
PAY01542,O01542,Net Banking,15078.4
PAY01543,O01543,Net Banking,3998.12
PAY01544,O01544,UPI,1570.66
PAY01545,O01545,UPI,24485.74
PAY01546,O01546,UPI,13675.98
PAY01547,O01547,COD,7028.02
PAY01548,O01548,Net Banking,23631.0
PAY01549,O01549,COD,27684.68
PAY01550,O01550,COD,7487.8
PAY01551,O01551,COD,10233.3
PAY01552,O01552,UPI,3744.43
PAY01553,O01553,UPI,3484.94
PAY01554,O01554,UPI,6030.72
PAY01555,O01555,COD,13571.67
PAY01556,O01556,COD,25914.3
PAY01557,O01557,Card,9020.97
PAY01558,O01558,UPI,12524.54
PAY01559,O01559,Card,14994.85
PAY01560,O01560,Net Banking,20338.9
PAY01561,O01561,Net Banking,10610.02
PAY01562,O01562,COD,9910.85
PAY01563,O01563,UPI,2257.99
PAY01564,O01564,COD,22963.8
PAY01565,O01565,Net Banking,7325.73
PAY01566,O01566,Card,13909.65
PAY01567,O01567,COD,1490.36
PAY01568,O01568,UPI,9353.07
PAY01569,O01569,Card,10492.14
PAY01570,O01570,UPI,4777.3
PAY01571,O01571,Net Banking,6499.18
PAY01572,O01572,UPI,6770.43
PAY01573,O01573,Card,5689.99
PAY01574,O01574,UPI,27934.57
PAY01575,O01575,UPI,2379.64
PAY01576,O01576,UPI,24871.36
PAY01577,O01577,Card,23260.4
PAY01578,O01578,COD,24497.96
PAY01579,O01579,Card,14801.54
PAY01580,O01580,COD,25343.07
PAY01581,O01581,UPI,10243.56
PAY01582,O01582,UPI,7099.29
PAY01583,O01583,COD,27280.64
PAY01584,O01584,Card,4195.4
PAY01585,O01585,UPI,1134.92
PAY01586,O01586,Net Banking,14905.24
PAY01587,O01587,UPI,23561.08
PAY01588,O01588,UPI,8103.22
PAY01589,O01589,Card,17862.69
PAY01590,O01590,COD,8687.76
PAY01591,O01591,UPI,26040.79
PAY01592,O01592,Card,17963.21
PAY01593,O01593,UPI,6136.29
PAY01594,O01594,UPI,4829.6
PAY01595,O01595,Card,16762.79
PAY01596,O01596,UPI,3672.21
PAY01597,O01597,UPI,14193.78
PAY01598,O01598,Card,9026.65
PAY01599,O01599,Card,13870.6
PAY01600,O01600,UPI,13263.85
PAY01601,O01601,UPI,12451.09
PAY01602,O01602,UPI,17831.36
PAY01603,O01603,Net Banking,6365.53
PAY01604,O01604,Card,19002.4
PAY01605,O01605,Net Banking,13261.39
PAY01606,O01606,COD,24942.89
PAY01607,O01607,UPI,5567.18
PAY01608,O01608,Card,23796.89
PAY01609,O01609,UPI,10483.24
PAY01610,O01610,Card,11549.8
PAY01611,O01611,COD,9734.32
PAY01612,O01612,UPI,24524.0
PAY01613,O01613,UPI,3424.18
PAY01614,O01614,Card,16891.7
PAY01615,O01615,UPI,26652.86
PAY01616,O01616,Net Banking,14212.65
PAY01617,O01617,UPI,10002.42
PAY01618,O01618,Net Banking,21483.21
PAY01619,O01619,Card,14552.09
PAY01620,O01620,Card,4052.56
PAY01621,O01621,COD,28910.89
PAY01622,O01622,Card,18984.82
PAY01623,O01623,UPI,20351.27
PAY01624,O01624,COD,23797.19
PAY01625,O01625,UPI,12649.88
PAY01626,O01626,UPI,22764.04
PAY01627,O01627,Net Banking,17577.64
PAY01628,O01628,UPI,17514.82
PAY01629,O01629,Card,29375.28
PAY01630,O01630,Card,24530.9
PAY01631,O01631,COD,10301.64
PAY01632,O01632,UPI,3420.82
PAY01633,O01633,Card,16044.89
PAY01634,O01634,Card,9644.56
PAY01635,O01635,Card,16261.57
PAY01636,O01636,COD,13475.38
PAY01637,O01637,UPI,2545.46
PAY01638,O01638,UPI,5325.27
PAY01639,O01639,UPI,18134.69
PAY01640,O01640,UPI,12176.27
PAY01641,O01641,Card,22126.12
PAY01642,O01642,UPI,5131.24
PAY01643,O01643,UPI,21750.38
PAY01644,O01644,Card,6964.93
PAY01645,O01645,UPI,13159.11
PAY01646,O01646,UPI,18040.97
PAY01647,O01647,Net Banking,6527.25
PAY01648,O01648,UPI,7830.71
PAY01649,O01649,UPI,8240.52
PAY01650,O01650,UPI,3244.77
PAY01651,O01651,Card,21944.33
PAY01652,O01652,Card,3782.74
PAY01653,O01653,UPI,21020.45
PAY01654,O01654,UPI,3009.37
PAY01655,O01655,UPI,20738.85
PAY01656,O01656,UPI,3459.18
PAY01657,O01657,UPI,21130.91
PAY01658,O01658,UPI,13063.84
PAY01659,O01659,UPI,25777.79
PAY01660,O01660,UPI,17148.11
PAY01661,O01661,UPI,12164.23
PAY01662,O01662,COD,9412.66
PAY01663,O01663,Card,6182.33
PAY01664,O01664,COD,21359.77
PAY01665,O01665,COD,375.99
PAY01666,O01666,Card,22576.14
PAY01667,O01667,Card,20904.09
PAY01668,O01668,Card,4649.43
PAY01669,O01669,COD,27898.5
PAY01670,O01670,Card,3763.32
PAY01671,O01671,Net Banking,24327.82
PAY01672,O01672,UPI,34808.14
PAY01673,O01673,COD,3947.04
PAY01674,O01674,COD,17162.87
PAY01675,O01675,Net Banking,11622.37
PAY01676,O01676,Card,19021.57
PAY01677,O01677,Card,6028.74
PAY01678,O01678,UPI,18140.16
PAY01679,O01679,Net Banking,9571.02
PAY01680,O01680,COD,14544.36
PAY01681,O01681,COD,11979.53
PAY01682,O01682,UPI,16263.4
PAY01683,O01683,UPI,4445.7
PAY01684,O01684,Card,6394.3
PAY01685,O01685,COD,17810.17
PAY01686,O01686,UPI,8994.97
PAY01687,O01687,COD,16935.16
PAY01688,O01688,UPI,23355.22
PAY01689,O01689,UPI,12513.79
PAY01690,O01690,UPI,26649.05
PAY01691,O01691,UPI,24346.0
PAY01692,O01692,Card,9911.38
PAY01693,O01693,UPI,5098.68
PAY01694,O01694,COD,25078.11
PAY01695,O01695,COD,17629.25
PAY01696,O01696,Net Banking,13286.1
PAY01697,O01697,UPI,3625.12
PAY01698,O01698,UPI,12797.86
PAY01699,O01699,UPI,10805.57
PAY01700,O01700,COD,6544.26
