order_item_id,order_id,product_id,quantity,discount,line_revenue
OI00445-3,O00445,P056,1,0.1,3841.33
OI00446-1,O00446,P047,2,0.0,7271.4
OI00446-2,O00446,P002,3,0.05,7296.06
OI00446-3,O00446,P015,1,0.05,1191.72
OI00446-4,O00446,P029,1,0.2,2244.47
OI00447-1,O00447,P031,3,0.0,1187.34
OI00448-1,O00448,P059,1,0.2,1255.04
OI00449-1,O00449,P041,1,0.1,2411.49
OI00449-2,O00449,P021,3,0.0,2295.87
OI00449-3,O00449,P077,3,0.2,11584.22
OI00450-1,O00450,P077,1,0.0,4826.76
OI00450-2,O00450,P069,3,0.0,14074.08
OI00450-3,O00450,P076,1,0.0,2054.59
OI00450-4,O00450,P032,3,0.2,11635.49
OI00451-1,O00451,P068,3,0.1,3858.79
OI00452-1,O00452,P064,1,0.0,1950.6
OI00452-2,O00452,P006,3,0.05,7903.79
OI00452-3,O00452,P051,2,0.0,2924.46
OI00453-1,O00453,P058,1,0.0,3744.43
OI00454-1,O00454,P038,1,0.05,3244.77
OI00455-1,O00455,P072,3,0.15,3947.04
OI00455-2,O00455,P041,2,0.0,5358.86
OI00455-3,O00455,P051,3,0.2,3509.35
OI00455-4,O00455,P049,3,0.05,7319.85
OI00456-1,O00456,P065,2,0.0,8768.98
OI00456-2,O00456,P078,2,0.15,7452.8
OI00456-3,O00456,P019,2,0.2,1390.1
OI00456-4,O00456,P071,3,0.05,8457.12
OI00457-1,O00457,P049,2,0.15,4366.23
OI00458-1,O00458,P040,1,0.1,2645.85
OI00458-2,O00458,P068,3,0.15,3644.41
OI00458-3,O00458,P036,2,0.2,7107.76
OI00458-4,O00458,P037,1,0.05,2768.03
OI00459-1,O00459,P029,2,0.0,5611.18
OI00459-2,O00459,P031,1,0.2,316.62
OI00459-3,O00459,P014,2,0.0,4728.42
OI00459-4,O00459,P028,1,0.0,3865.48
OI00460-1,O00460,P067,3,0.2,8992.39
OI00460-2,O00460,P017,2,0.1,3277.12
OI00460-3,O00460,P074,1,0.2,3609.46
OI00461-1,O00461,P008,3,0.2,11355.02
OI00461-2,O00461,P080,3,0.0,5136.27
OI00462-1,O00462,P043,1,0.2,2794.26
OI00462-2,O00462,P078,3,0.0,13152.0
OI00463-1,O00463,P012,3,0.2,5086.61
OI00463-2,O00463,P021,1,0.0,765.29
OI00464-1,O00464,P063,3,0.1,3822.04
OI00465-1,O00465,P046,3,0.2,3271.13
OI00465-2,O00465,P074,1,0.05,4286.24
OI00466-1,O00466,P035,1,0.0,3306.95
OI00467-1,O00467,P048,3,0.0,12497.16
OI00467-2,O00467,P031,2,0.05,751.98
OI00468-1,O00468,P030,2,0.15,6889.35
OI00468-2,O00468,P079,3,0.2,4246.49
OI00468-3,O00468,P041,1,0.2,2143.54
OI00468-4,O00468,P044,2,0.1,8433.25
OI00469-1,O00469,P048,2,0.15,7081.72
OI00470-1,O00470,P075,2,0.2,3632.99
OI00470-2,O00470,P070,2,0.05,4159.54
OI00471-1,O00471,P061,3,0.0,13362.39
OI00471-2,O00471,P027,2,0.2,6677.23
OI00471-3,O00471,P070,3,0.1,5910.92
OI00471-4,O00471,P014,1,0.15,2009.58
OI00472-1,O00472,P077,3,0.1,13032.25
OI00473-1,O00473,P074,1,0.0,4511.83
OI00474-1,O00474,P039,1,0.0,1583.88
OI00474-2,O00474,P077,2,0.15,8205.49
OI00474-3,O00474,P032,1,0.0,4848.12
OI00475-1,O00475,P013,3,0.0,9353.07
OI00475-2,O00475,P006,1,0.2,2218.61
OI00476-1,O00476,P014,2,0.0,4728.42
OI00476-2,O00476,P060,1,0.2,3249.59
OI00477-1,O00477,P026,1,0.2,3411.88
OI00477-2,O00477,P034,1,0.0,4074.4
OI00477-3,O00477,P060,1,0.0,4061.99
OI00478-1,O00478,P023,1,0.0,4500.03
OI00479-1,O00479,P052,2,0.15,4668.62
OI00479-2,O00479,P021,1,0.0,765.29
OI00479-3,O00479,P026,3,0.05,12154.82
OI00480-1,O00480,P072,1,0.15,1315.68
OI00480-2,O00480,P074,1,0.2,3609.46
OI00480-3,O00480,P007,2,0.05,1582.4
OI00481-1,O00481,P078,1,0.0,4384.0
OI00481-2,O00481,P065,2,0.2,7015.18
OI00482-1,O00482,P017,2,0.0,3641.24
OI00482-2,O00482,P024,1,0.0,3631.34
OI00482-3,O00482,P059,3,0.1,4235.76
OI00483-1,O00483,P025,2,0.15,4915.4
OI00483-2,O00483,P028,3,0.15,9856.97
OI00483-3,O00483,P042,1,0.0,853.45
OI00483-4,O00483,P037,3,0.15,7429.99
OI00484-1,O00484,P019,3,0.05,2476.11
OI00484-2,O00484,P046,3,0.0,4088.91
OI00484-3,O00484,P057,3,0.15,12314.89
OI00485-1,O00485,P077,2,0.2,7722.82
OI00486-1,O00486,P001,3,0.2,11394.82
OI00486-2,O00486,P042,2,0.15,1450.87
OI00486-3,O00486,P018,3,0.0,2771.76
OI00486-4,O00486,P045,3,0.15,12320.25
OI00487-1,O00487,P042,2,0.1,1536.21
OI00487-2,O00487,P028,2,0.1,6957.86
OI00487-3,O00487,P058,3,0.15,9548.3
OI00487-4,O00487,P023,1,0.1,4050.03
OI00488-1,O00488,P021,2,0.15,1300.99
OI00488-2,O00488,P049,1,0.0,2568.37
OI00489-1,O00489,P008,1,0.05,4494.7
OI00489-2,O00489,P040,1,0.0,2939.83
OI00489-3,O00489,P059,2,0.05,2980.72
OI00489-4,O00489,P043,2,0.0,6985.64
OI00490-1,O00490,P076,2,0.2,3287.34
OI00490-2,O00490,P005,3,0.2,11573.47
OI00490-3,O00490,P009,2,0.0,6185.76
OI00491-1,O00491,P058,2,0.0,7488.86
OI00491-2,O00491,P045,2,0.1,8696.65
OI00491-3,O00491,P018,3,0.0,2771.76
OI00491-4,O00491,P071,1,0.0,2967.41
OI00492-1,O00492,P002,3,0.1,6912.05
OI00492-2,O00492,P020,1,0.0,1262.86
OI00492-3,O00492,P023,3,0.1,12150.08
OI00493-1,O00493,P059,1,0.0,1568.8
OI00494-1,O00494,P045,1,0.0,4831.47
OI00494-2,O00494,P021,2,0.0,1530.58
OI00494-3,O00494,P078,1,0.1,3945.6
OI00495-1,O00495,P036,1,0.0,4442.35
OI00495-2,O00495,P060,2,0.0,8123.98
OI00495-3,O00495,P073,1,0.15,1074.28
OI00496-1,O00496,P045,2,0.05,9179.79
OI00496-2,O00496,P037,1,0.0,2913.72
OI00496-3,O00496,P008,1,0.05,4494.7
OI00497-1,O00497,P037,1,0.15,2476.66
OI00497-2,O00497,P041,3,0.2,6430.63
OI00498-1,O00498,P030,3,0.15,10334.03
OI00498-2,O00498,P053,2,0.05,8250.33
OI00498-3,O00498,P042,3,0.2,2048.28
OI00498-4,O00498,P029,1,0.0,2805.59
OI00499-1,O00499,P048,1,0.0,4165.72
OI00499-2,O00499,P068,3,0.0,4287.54
OI00499-3,O00499,P028,1,0.15,3285.66
OI00500-1,O00500,P068,2,0.0,2858.36
OI00500-2,O00500,P053,1,0.2,3473.82
OI00501-1,O00501,P063,3,0.05,4034.37
OI00501-2,O00501,P074,3,0.05,12858.72
OI00501-3,O00501,P072,3,0.2,3714.86
OI00501-4,O00501,P058,3,0.15,9548.3
OI00502-1,O00502,P080,1,0.2,1369.67
OI00502-2,O00502,P016,2,0.0,5949.1
OI00502-3,O00502,P057,3,0.0,14488.11
OI00502-4,O00502,P029,2,0.1,5050.06
OI00503-1,O00503,P039,1,0.05,1504.69
OI00503-2,O00503,P078,3,0.0,13152.0
OI00503-3,O00503,P030,1,0.15,3444.68
OI00503-4,O00503,P009,2,0.1,5567.18
OI00504-1,O00504,P007,1,0.0,832.84
OI00504-2,O00504,P035,2,0.0,6613.9
OI00504-3,O00504,P026,3,0.2,10235.64
OI00505-1,O00505,P016,2,0.0,5949.1
OI00506-1,O00506,P049,1,0.1,2311.53
OI00507-1,O00507,P057,1,0.15,4104.96
OI00507-2,O00507,P043,3,0.0,10478.46
OI00507-3,O00507,P051,2,0.05,2778.24
OI00508-1,O00508,P043,2,0.0,6985.64
OI00508-2,O00508,P077,1,0.1,4344.08
OI00509-1,O00509,P077,1,0.0,4826.76
OI00510-1,O00510,P073,2,0.1,2274.95
OI00510-2,O00510,P051,2,0.0,2924.46
OI00510-3,O00510,P004,2,0.1,1978.47
OI00511-1,O00511,P055,1,0.1,2147.79
OI00511-2,O00511,P033,3,0.1,10155.65
OI00511-3,O00511,P026,3,0.05,12154.82
OI00511-4,O00511,P061,3,0.1,12026.15
OI00512-1,O00512,P018,2,0.05,1755.45
OI00512-2,O00512,P009,2,0.15,5257.9
OI00513-1,O00513,P010,3,0.1,7679.58
OI00514-1,O00514,P022,3,0.2,3471.84
OI00515-1,O00515,P022,2,0.05,2748.54
OI00515-2,O00515,P016,3,0.05,8477.47
OI00515-3,O00515,P035,1,0.0,3306.95
OI00515-4,O00515,P078,3,0.05,12494.4
OI00516-1,O00516,P001,1,0.0,4747.84
OI00516-2,O00516,P046,2,0.1,2453.35
OI00516-3,O00516,P056,1,0.0,4268.15
OI00516-4,O00516,P050,3,0.1,5433.07
OI00517-1,O00517,P071,3,0.15,7566.9
OI00517-2,O00517,P075,3,0.0,6811.86
OI00517-3,O00517,P015,2,0.2,2007.1
OI00518-1,O00518,P025,2,0.1,5204.54
OI00518-2,O00518,P051,3,0.2,3509.35
OI00519-1,O00519,P026,3,0.05,12154.82
OI00519-2,O00519,P003,2,0.05,9385.37
OI00519-3,O00519,P012,3,0.05,6040.35
OI00520-1,O00520,P060,3,0.05,11576.67
OI00520-2,O00520,P044,2,0.1,8433.25
OI00520-3,O00520,P024,3,0.1,9804.62
OI00520-4,O00520,P043,1,0.0,3492.82
OI00521-1,O00521,P027,1,0.2,3338.62
OI00521-2,O00521,P058,3,0.2,8986.63
OI00521-3,O00521,P038,2,0.0,6831.1
OI00522-1,O00522,P018,3,0.15,2356.0
OI00522-2,O00522,P080,3,0.05,4879.46
OI00522-3,O00522,P001,2,0.15,8071.33
OI00523-1,O00523,P059,1,0.0,1568.8
OI00523-2,O00523,P029,3,0.1,7575.09
OI00523-3,O00523,P039,1,0.1,1425.49
OI00523-4,O00523,P057,3,0.05,13763.7
OI00524-1,O00524,P076,2,0.05,3903.72
OI00524-2,O00524,P074,3,0.0,13535.49
OI00524-3,O00524,P039,1,0.0,1583.88
OI00524-4,O00524,P075,3,0.15,5790.08
OI00525-1,O00525,P032,2,0.2,7756.99
OI00525-2,O00525,P056,1,0.2,3414.52
OI00526-1,O00526,P029,3,0.0,8416.77
OI00526-2,O00526,P022,3,0.2,3471.84
OI00526-3,O00526,P001,2,0.0,9495.68
OI00526-4,O00526,P035,1,0.0,3306.95
OI00527-1,O00527,P065,2,0.05,8330.53
OI00527-2,O00527,P046,1,0.0,1362.97
OI00527-3,O00527,P033,3,0.15,9591.44
OI00527-4,O00527,P005,3,0.1,13020.16
OI00528-1,O00528,P048,2,0.2,6665.15
OI00529-1,O00529,P064,1,0.15,1658.01
OI00529-2,O00529,P019,2,0.0,1737.62
OI00529-3,O00529,P072,1,0.05,1470.47
OI00530-1,O00530,P037,3,0.2,6992.93
OI00530-2,O00530,P003,1,0.0,4939.67
OI00531-1,O00531,P047,3,0.2,8725.68
OI00531-2,O00531,P027,3,0.05,11893.82
OI00531-3,O00531,P076,2,0.0,4109.18
OI00532-1,O00532,P028,3,0.15,9856.97
OI00532-2,O00532,P005,3,0.1,13020.16
OI00532-3,O00532,P060,2,0.2,6499.18
OI00533-1,O00533,P076,3,0.15,5239.2
OI00533-2,O00533,P004,3,0.0,3297.45
OI00534-1,O00534,P010,2,0.2,4550.86
OI00534-2,O00534,P047,2,0.0,7271.4
OI00535-1,O00535,P020,3,0.0,3788.58
OI00536-1,O00536,P010,2,0.15,4835.29
OI00536-2,O00536,P068,2,0.1,2572.52
OI00536-3,O00536,P039,3,0.15,4038.89
OI00536-4,O00536,P064,3,0.15,4974.03
OI00537-1,O00537,P042,2,0.1,1536.21
OI00538-1,O00538,P015,3,0.05,3575.15
OI00538-2,O00538,P010,1,0.0,2844.29
OI00538-3,O00538,P026,3,0.15,10875.37
OI00538-4,O00538,P051,3,0.15,3728.69
OI00539-1,O00539,P069,3,0.05,13370.38
OI00539-2,O00539,P011,3,0.1,12021.75
OI00540-1,O00540,P036,2,0.05,8440.47
OI00540-2,O00540,P047,2,0.0,7271.4
OI00540-3,O00540,P080,1,0.2,1369.67
OI00540-4,O00540,P005,1,0.05,4581.17
OI00541-1,O00541,P015,2,0.1,2257.99
OI00541-2,O00541,P039,2,0.0,3167.76
OI00541-3,O00541,P009,2,0.05,5876.47
OI00542-1,O00542,P008,3,0.05,13484.09
OI00542-2,O00542,P012,3,0.0,6358.26
OI00542-3,O00542,P073,3,0.15,3222.84
OI00543-1,O00543,P028,2,0.2,6184.77
OI00544-1,O00544,P072,2,0.1,2786.15
OI00544-2,O00544,P021,2,0.0,1530.58
OI00545-1,O00545,P020,3,0.05,3599.15
OI00545-2,O00545,P072,1,0.15,1315.68
OI00545-3,O00545,P032,1,0.0,4848.12
OI00545-4,O00545,P018,1,0.05,877.72
OI00546-1,O00546,P007,2,0.05,1582.4
OI00546-2,O00546,P049,3,0.2,6164.09
OI00547-1,O00547,P054,3,0.0,8062.95
OI00547-2,O00547,P013,1,0.15,2650.04
OI00548-1,O00548,P019,1,0.05,825.37
OI00548-2,O00548,P009,3,0.1,8350.78
OI00549-1,O00549,P019,3,0.1,2345.79
OI00549-2,O00549,P054,1,0.0,2687.65
OI00550-1,O00550,P017,2,0.1,3277.12
OI00551-1,O00551,P029,1,0.1,2525.03
OI00552-1,O00552,P022,1,0.2,1157.28
OI00552-2,O00552,P004,2,0.0,2198.3
OI00553-1,O00553,P049,2,0.05,4879.9
OI00553-2,O00553,P031,3,0.15,1009.24
OI00554-1,O00554,P003,1,0.05,4692.69
OI00554-2,O00554,P039,3,0.0,4751.64
OI00555-1,O00555,P012,3,0.1,5722.43
OI00556-1,O00556,P057,1,0.2,3863.5
OI00557-1,O00557,P054,2,0.0,5375.3
OI00557-2,O00557,P005,3,0.05,13743.5
OI00557-3,O00557,P049,2,0.2,4109.39
OI00557-4,O00557,P043,3,0.0,10478.46
OI00558-1,O00558,P070,3,0.1,5910.92
OI00559-1,O00559,P072,1,0.2,1238.29
OI00559-2,O00559,P019,2,0.15,1476.98
OI00559-3,O00559,P074,3,0.1,12181.94
OI00559-4,O00559,P023,3,0.15,11475.08
OI00560-1,O00560,P004,2,0.1,1978.47
OI00561-1,O00561,P064,1,0.1,1755.54
OI00561-2,O00561,P045,2,0.2,7730.35
OI00561-3,O00561,P080,2,0.1,3081.76
OI00561-4,O00561,P066,3,0.0,5166.03
OI00562-1,O00562,P078,1,0.2,3507.2
OI00563-1,O00563,P068,2,0.2,2286.69
OI00563-2,O00563,P023,2,0.15,7650.05
OI00564-1,O00564,P028,2,0.15,6571.32
OI00565-1,O00565,P020,3,0.1,3409.72
OI00566-1,O00566,P058,3,0.2,8986.63
OI00566-2,O00566,P008,3,0.0,14193.78
OI00566-3,O00566,P053,1,0.0,4342.28
OI00566-4,O00566,P044,3,0.05,13352.65
OI00567-1,O00567,P005,3,0.1,13020.16
OI00567-2,O00567,P031,1,0.0,395.78
OI00568-1,O00568,P059,2,0.1,2823.84
OI00568-2,O00568,P046,3,0.2,3271.13
OI00568-3,O00568,P073,3,0.05,3602.0
OI00569-1,O00569,P028,3,0.0,11596.44
OI00569-2,O00569,P070,3,0.0,6567.69
OI00569-3,O00569,P006,1,0.2,2218.61
OI00569-4,O00569,P061,1,0.0,4454.13
OI00570-1,O00570,P007,1,0.1,749.56
OI00570-2,O00570,P010,1,0.0,2844.29
OI00570-3,O00570,P062,1,0.1,1776.45
OI00570-4,O00570,P071,3,0.0,8902.23
OI00571-1,O00571,P061,2,0.1,8017.43
OI00571-2,O00571,P039,1,0.0,1583.88
OI00572-1,O00572,P044,3,0.15,11947.11
OI00572-2,O00572,P077,1,0.15,4102.75
OI00572-3,O00572,P036,1,0.2,3553.88
OI00573-1,O00573,P037,1,0.05,2768.03
OI00573-2,O00573,P070,3,0.1,5910.92
OI00573-3,O00573,P024,1,0.0,3631.34
OI00574-1,O00574,P011,2,0.05,8459.75
OI00574-2,O00574,P025,2,0.2,4626.26
OI00574-3,O00574,P079,1,0.05,1680.9
OI00575-1,O00575,P048,1,0.15,3540.86
OI00575-2,O00575,P068,1,0.0,1429.18
OI00575-3,O00575,P027,2,0.15,7094.56
OI00575-4,O00575,P043,2,0.0,6985.64
OI00576-1,O00576,P011,3,0.0,13357.5
OI00577-1,O00577,P004,3,0.15,2802.83
OI00578-1,O00578,P064,2,0.15,3316.02
OI00578-2,O00578,P052,3,0.2,6591.0
OI00578-3,O00578,P036,2,0.0,8884.7
OI00579-1,O00579,P022,3,0.2,3471.84
OI00579-2,O00579,P036,2,0.2,7107.76
OI00580-1,O00580,P041,2,0.15,4555.03
OI00581-1,O00581,P009,3,0.0,9278.64
OI00582-1,O00582,P052,1,0.2,2197.0
OI00582-2,O00582,P076,2,0.15,3492.8
OI00582-3,O00582,P065,2,0.2,7015.18
OI00583-1,O00583,P027,3,0.2,10015.85
OI00584-1,O00584,P054,1,0.05,2553.27
OI00584-2,O00584,P012,2,0.0,4238.84
OI00585-1,O00585,P011,2,0.0,8905.0
OI00585-2,O00585,P059,3,0.05,4471.08
OI00586-1,O00586,P021,2,0.15,1300.99
OI00587-1,O00587,P057,2,0.05,9175.8
OI00587-2,O00587,P075,2,0.1,4087.12
OI00587-3,O00587,P051,1,0.05,1389.12
OI00587-4,O00587,P064,3,0.1,5266.62
OI00588-1,O00588,P032,2,0.2,7756.99
OI00588-2,O00588,P005,2,0.15,8197.88
OI00588-3,O00588,P061,1,0.15,3786.01
OI00588-4,O00588,P031,1,0.0,395.78
OI00589-1,O00589,P065,1,0.0,4384.49
OI00589-2,O00589,P072,2,0.05,2940.93
OI00590-1,O00590,P005,2,0.2,7715.65
OI00591-1,O00591,P078,2,0.15,7452.8
OI00591-2,O00591,P062,2,0.0,3947.66
OI00591-3,O00591,P017,1,0.0,1820.62
OI00591-4,O00591,P048,1,0.15,3540.86
OI00592-1,O00592,P037,2,0.2,4661.95
OI00593-1,O00593,P063,1,0.05,1344.79
OI00593-2,O00593,P032,2,0.1,8726.62
OI00594-1,O00594,P059,2,0.15,2666.96
OI00595-1,O00595,P057,2,0.2,7726.99
OI00595-2,O00595,P044,2,0.1,8433.25
OI00596-1,O00596,P033,3,0.0,11284.05
OI00597-1,O00597,P001,1,0.0,4747.84
OI00597-2,O00597,P023,3,0.1,12150.08
OI00597-3,O00597,P008,3,0.1,12774.4
OI00597-4,O00597,P049,1,0.1,2311.53
OI00598-1,O00598,P031,1,0.2,316.62
OI00598-2,O00598,P021,1,0.0,765.29
OI00598-3,O00598,P008,3,0.05,13484.09
OI00599-1,O00599,P075,3,0.0,6811.86
OI00600-1,O00600,P015,2,0.2,2007.1
OI00600-2,O00600,P011,2,0.2,7124.0
OI00600-3,O00600,P032,3,0.1,13089.92
OI00600-4,O00600,P030,1,0.0,4052.56
OI00601-1,O00601,P036,2,0.0,8884.7
OI00602-1,O00602,P022,2,0.15,2459.22
OI00602-2,O00602,P054,3,0.1,7256.66
OI00602-3,O00602,P059,1,0.2,1255.04
OI00602-4,O00602,P020,1,0.05,1199.72
OI00603-1,O00603,P030,2,0.2,6484.1
OI00603-2,O00603,P079,1,0.1,1592.43
OI00603-3,O00603,P018,3,0.15,2356.0
OI00603-4,O00603,P012,2,0.15,3603.01
OI00604-1,O00604,P013,1,0.1,2805.92
OI00604-2,O00604,P006,2,0.15,4714.54
OI00604-3,O00604,P028,1,0.15,3285.66
OI00604-4,O00604,P042,1,0.05,810.78
OI00605-1,O00605,P079,3,0.05,5042.7
OI00605-2,O00605,P010,3,0.0,8532.87
OI00605-3,O00605,P055,3,0.0,7159.29
OI00605-4,O00605,P047,3,0.15,9271.03
OI00606-1,O00606,P038,3,0.0,10246.65
OI00607-1,O00607,P062,3,0.2,4737.19
OI00607-2,O00607,P035,1,0.2,2645.56
OI00607-3,O00607,P011,2,0.15,7569.25
OI00607-4,O00607,P068,3,0.0,4287.54
OI00608-1,O00608,P010,3,0.15,7252.94
OI00609-1,O00609,P019,1,0.15,738.49
OI00609-2,O00609,P028,2,0.15,6571.32
OI00609-3,O00609,P007,1,0.05,791.2
OI00609-4,O00609,P073,1,0.15,1074.28
OI00610-1,O00610,P049,3,0.05,7319.85
OI00610-2,O00610,P076,3,0.0,6163.77
OI00610-3,O00610,P031,3,0.05,1127.97
OI00611-1,O00611,P027,3,0.2,10015.85
OI00611-2,O00611,P041,2,0.2,4287.09
OI00611-3,O00611,P040,3,0.0,8819.49
OI00611-4,O00611,P053,1,0.2,3473.82
OI00612-1,O00612,P040,2,0.2,4703.73
OI00613-1,O00613,P002,2,0.0,5120.04
OI00614-1,O00614,P062,1,0.1,1776.45
OI00614-2,O00614,P075,2,0.05,4314.18
OI00615-1,O00615,P079,1,0.2,1415.5
OI00616-1,O00616,P001,2,0.2,7596.54
OI00616-2,O00616,P051,2,0.05,2778.24
OI00616-3,O00616,P047,1,0.0,3635.7
OI00616-4,O00616,P013,3,0.2,7482.46
OI00617-1,O00617,P022,1,0.2,1157.28
OI00617-2,O00617,P074,3,0.0,13535.49
OI00617-3,O00617,P027,1,0.2,3338.62
OI00618-1,O00618,P004,2,0.0,2198.3
OI00619-1,O00619,P036,1,0.15,3776.0
OI00619-2,O00619,P048,2,0.15,7081.72
OI00619-3,O00619,P074,3,0.15,11505.17
OI00619-4,O00619,P034,3,0.0,12223.2
OI00620-1,O00620,P072,3,0.05,4411.4
OI00620-2,O00620,P075,1,0.05,2157.09
OI00621-1,O00621,P026,3,0.0,12794.55
OI00621-2,O00621,P008,3,0.05,13484.09
OI00621-3,O00621,P068,3,0.0,4287.54
OI00621-4,O00621,P021,3,0.2,1836.7
OI00622-1,O00622,P058,1,0.1,3369.99
OI00623-1,O00623,P073,3,0.0,3791.58
OI00623-2,O00623,P048,2,0.2,6665.15
OI00623-3,O00623,P062,3,0.0,5921.49
OI00624-1,O00624,P005,1,0.1,4340.05
OI00624-2,O00624,P028,2,0.2,6184.77
OI00625-1,O00625,P017,2,0.15,3095.05
OI00626-1,O00626,P024,2,0.05,6899.55
OI00626-2,O00626,P026,1,0.1,3838.37
OI00627-1,O00627,P026,1,0.1,3838.37
OI00627-2,O00627,P049,1,0.1,2311.53
OI00628-1,O00628,P033,3,0.1,10155.65
OI00628-2,O00628,P075,3,0.0,6811.86
OI00628-3,O00628,P074,1,0.1,4060.65
OI00629-1,O00629,P044,2,0.0,9370.28
OI00629-2,O00629,P079,1,0.2,1415.5
OI00629-3,O00629,P021,3,0.0,2295.87
OI00630-1,O00630,P057,3,0.15,12314.89
OI00630-2,O00630,P038,3,0.15,8709.65
OI00630-3,O00630,P004,3,0.0,3297.45
OI00631-1,O00631,P044,1,0.2,3748.11
OI00632-1,O00632,P057,1,0.05,4587.9
OI00632-2,O00632,P025,1,0.15,2457.7
OI00633-1,O00633,P008,3,0.1,12774.4
OI00633-2,O00633,P042,2,0.15,1450.87
OI00633-3,O00633,P069,3,0.15,11962.97
OI00633-4,O00633,P055,1,0.05,2267.11
OI00634-1,O00634,P040,2,0.15,4997.71
OI00634-2,O00634,P052,3,0.15,7002.94
OI00634-3,O00634,P063,3,0.0,4246.71
OI00635-1,O00635,P044,2,0.0,9370.28
OI00636-1,O00636,P067,3,0.1,10116.44
OI00637-1,O00637,P048,2,0.0,8331.44
OI00638-1,O00638,P008,1,0.2,3785.01
OI00638-2,O00638,P023,1,0.2,3600.02
OI00638-3,O00638,P042,3,0.0,2560.35
OI00639-1,O00639,P018,3,0.05,2633.17
OI00639-2,O00639,P060,1,0.0,4061.99
OI00640-1,O00640,P035,2,0.15,5621.81
OI00641-1,O00641,P015,3,0.0,3763.32
OI00642-1,O00642,P030,1,0.1,3647.3
OI00642-2,O00642,P041,2,0.1,4822.97
OI00642-3,O00642,P007,3,0.2,1998.82
OI00642-4,O00642,P054,3,0.2,6450.36
OI00643-1,O00643,P030,3,0.15,10334.03
OI00643-2,O00643,P070,3,0.15,5582.54
OI00643-3,O00643,P036,1,0.0,4442.35
OI00643-4,O00643,P074,2,0.05,8572.48
OI00644-1,O00644,P006,1,0.1,2495.93
OI00644-2,O00644,P033,2,0.2,6018.16
OI00645-1,O00645,P061,2,0.1,8017.43
OI00645-2,O00645,P007,3,0.1,2248.67
OI00646-1,O00646,P019,2,0.0,1737.62
OI00646-2,O00646,P054,3,0.0,8062.95
OI00646-3,O00646,P018,3,0.2,2217.41
OI00646-4,O00646,P032,3,0.0,14544.36
OI00647-1,O00647,P033,3,0.15,9591.44
OI00648-1,O00648,P044,3,0.15,11947.11
OI00648-2,O00648,P016,3,0.2,7138.92
OI00648-3,O00648,P027,1,0.1,3755.94
OI00648-4,O00648,P042,2,0.2,1365.52
OI00649-1,O00649,P045,3,0.2,11595.53
OI00649-2,O00649,P064,2,0.0,3901.2
OI00650-1,O00650,P061,1,0.0,4454.13
OI00651-1,O00651,P033,3,0.2,9027.24
OI00651-2,O00651,P026,2,0.05,8103.22
OI00652-1,O00652,P052,2,0.2,4394.0
OI00652-2,O00652,P055,1,0.0,2386.43
OI00652-3,O00652,P032,1,0.2,3878.5
OI00652-4,O00652,P033,3,0.2,9027.24
OI00653-1,O00653,P059,2,0.05,2980.72
OI00653-2,O00653,P034,2,0.1,7333.92
OI00653-3,O00653,P004,3,0.0,3297.45
OI00654-1,O00654,P018,1,0.2,739.14
OI00654-2,O00654,P068,3,0.2,3430.03
OI00655-1,O00655,P037,1,0.05,2768.03
OI00655-2,O00655,P060,2,0.0,8123.98
OI00655-3,O00655,P016,2,0.1,5354.19
OI00656-1,O00656,P073,3,0.2,3033.26
OI00656-2,O00656,P076,1,0.2,1643.67
OI00657-1,O00657,P063,3,0.05,4034.37
OI00657-2,O00657,P050,3,0.05,5734.91
OI00657-3,O00657,P009,2,0.05,5876.47
OI00658-1,O00658,P002,3,0.0,7680.06
OI00659-1,O00659,P022,3,0.0,4339.8
OI00659-2,O00659,P017,1,0.2,1456.5
OI00659-3,O00659,P046,3,0.0,4088.91
OI00659-4,O00659,P066,3,0.0,5166.03
OI00660-1,O00660,P028,2,0.15,6571.32
OI00661-1,O00661,P049,1,0.1,2311.53
OI00662-1,O00662,P056,2,0.05,8109.48
OI00662-2,O00662,P077,2,0.1,8688.17
OI00663-1,O00663,P004,3,0.15,2802.83
OI00663-2,O00663,P064,1,0.0,1950.6
OI00664-1,O00664,P021,3,0.2,1836.7
OI00664-2,O00664,P035,1,0.15,2810.91
OI00664-3,O00664,P079,2,0.1,3184.87
OI00664-4,O00664,P027,3,0.2,10015.85
OI00665-1,O00665,P051,1,0.15,1242.9
OI00666-1,O00666,P042,3,0.0,2560.35
OI00666-2,O00666,P043,2,0.05,6636.36
OI00666-3,O00666,P002,3,0.15,6528.05
OI00666-4,O00666,P035,1,0.2,2645.56
OI00667-1,O00667,P038,1,0.0,3415.55
OI00667-2,O00667,P061,3,0.15,11358.03
OI00668-1,O00668,P008,2,0.0,9462.52
OI00668-2,O00668,P070,2,0.2,3502.77
OI00669-1,O00669,P002,3,0.15,6528.05
OI00669-2,O00669,P009,2,0.05,5876.47
OI00669-3,O00669,P016,2,0.05,5651.65
OI00669-4,O00669,P037,3,0.2,6992.93
OI00670-1,O00670,P011,2,0.1,8014.5
OI00670-2,O00670,P060,3,0.05,11576.67
OI00670-3,O00670,P034,3,0.1,11000.88
OI00671-1,O00671,P077,1,0.0,4826.76
OI00671-2,O00671,P003,2,0.2,7903.47
OI00671-3,O00671,P006,2,0.2,4437.22
OI00672-1,O00672,P042,1,0.2,682.76
